total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,tree_insertion_time,tree_insertion_num,permutation_map_insertion_time,permutation_map_insertion_num,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,queue_size,queue_min_length,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
17.1337,12.986,0.119217,12.8873,9.53674e-07,3842514,3.49958,0.31605,2625793,3.00994,3593325,0.0411812,0.353796,4,2620586,22806,2597793,1,2547928,77692,23,136,1:72;2:6219;3:152385;4:1160761;5:1232803;6:43437;
17.584,13.431,0.124406,13.3288,0,3975074,3.62057,0.327571,2722293,3.10537,3716897,0.0411812,0.353796,4,2716927,23647,2693293,1,2642744,79376,23,136,1:72;2:6219;3:152385;4:1159761;5:1329303;6:43437;
18.0259,13.8681,0.129104,13.7624,9.53674e-07,4110429,3.74162,0.338355,2814328,3.1981,3843261,0.0413353,0.353796,4,2808756,24441,2784328,1,2728437,85718,23,136,1:72;2:6213;3:152507;4:1188785;5:1384179;6:50456;
18.4665,14.304,0.1337,14.1948,9.53674e-07,4246032,3.863,0.34933,2906034,3.28929,3969896,0.0414894,0.353796,4,2900256,25235,2875034,1,2812952,92909,23,136,1:72;2:6201;3:153193;4:1218118;5:1437750;6:57585;
18.9042,14.7371,0.138116,14.6245,9.53674e-07,4382531,3.98416,0.360116,2997423,3.37938,4097417,0.0416436,0.353796,4,2991430,26020,2965423,1,2897640,99610,23,136,1:72;2:6191;3:153544;4:1243483;5:1494910;6:65108;
19.3423,15.1707,0.142481,15.0546,9.53674e-07,4518371,4.10542,0.37091,3089797,3.46897,4224270,0.0417291,0.353796,4,3083593,26809,3056797,1,2983039,106585,23,136,1:72;2:6178;3:154410;4:1263570;5:1558926;6:71526;
19.7823,15.6062,0.146872,15.4866,1.19209e-06,4654202,4.22627,0.381957,3183668,3.55823,4351127,0.0418662,0.353796,4,3177243,27588,3149668,1,3069616,113879,23,136,1:72;2:6165;3:155357;4:1267614;5:1641522;6:76823;
20.23,16.0494,0.151241,15.9264,9.53674e-07,4790066,4.34882,0.393247,3279925,3.65019,4478021,0.0419518,0.353796,4,3273329,28417,3244925,1,3157767,121985,23,136,1:72;2:6165;3:155072;4:1289938;5:1710776;6:80787;
20.6951,16.5093,0.1563,16.3828,0,4926291,4.47078,0.40442,3375359,3.7569,4605264,0.0421059,0.353796,4,3368583,29237,3339359,1,3246742,128444,23,136,1:72;2:6146;3:156371;4:1310819;5:1765545;6:98291;
21.1347,16.9439,0.161141,16.8139,0,5062057,4.59108,0.414866,3463509,3.85463,4732084,0.04226,0.353796,4,3456504,30008,3426509,1,3329378,133957,24,136,1:71;2:6244;3:156828;4:1338507;5:1807066;6:115677;
21.5867,17.391,0.166038,17.2574,9.53674e-07,5197357,4.71228,0.426259,3559710,3.95181,4858389,0.0423286,0.353796,4,3552507,30810,3521710,1,3418715,140821,24,136,1:71;2:6232;3:157846;4:1337652;5:1888400;6:129393;
22.0312,17.8307,0.170605,17.6937,9.53674e-07,5332890,4.83277,0.437431,3653098,4.0481,4984945,0.0424141,0.353796,4,3645713,31628,3614098,1,3504764,148160,24,136,1:71;2:6232;3:157548;4:1360548;5:1957696;6:129887;
22.4658,18.2606,0.175188,18.1201,9.53674e-07,5468666,4.95247,0.447929,3741391,4.14173,5111733,0.0425682,0.353796,4,3733781,32403,3701391,1,3587132,154085,24,136,1:71;2:6214;3:158527;4:1386781;5:2004833;6:142849;
22.9097,18.6997,0.179843,18.5557,1.19209e-06,5603764,5.07313,0.458818,3833845,4.23618,5237850,0.0426537,0.353796,4,3826015,33183,3792845,1,3673880,159791,24,136,1:71;2:6206;3:159207;4:1390492;5:2076073;6:158680;
23.3497,19.1352,0.184317,18.9877,0,5738355,5.19275,0.47006,3926022,4.33052,5363491,0.0427223,0.353796,4,3918000,33991,3884022,1,3759836,166012,24,136,1:71;2:6206;3:158947;4:1409790;5:2148213;6:158680;
23.7879,19.5688,0.188844,19.4179,0,5873813,5.31293,0.480907,4016776,4.42494,5490000,0.0428764,0.353796,4,4008550,34787,3973776,1,3845415,171187,24,136,1:71;2:6196;3:159541;4:1431631;5:2198162;6:176061;
24.2282,20.0045,0.193337,19.85,0,6008919,5.43303,0.491816,4108563,4.51927,5616151,0.042945,0.353796,4,4100110,35560,4064563,1,3931754,176635,24,136,1:71;2:6190;3:159985;4:1430827;5:2268532;6:196844;
24.6921,20.4632,0.198371,20.3052,9.53674e-07,6144540,5.5538,0.502929,4201899,4.63194,5742794,0.0430305,0.353796,4,4193272,36386,4156899,1,4019153,182572,24,136,1:71;2:6190;3:159663;4:1455760;5:2330098;6:203003;
