prefix	length	first	prediction	default	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured
19, 281, 270, 134	4	19	1, 1, 0, 0	0	0.769953051643	1.0	159	159	480
19, 281, 270, 151	4	19	1, 1, 0, 0	0	0.749608763693	1.0	146	146	493
19, 281, 270, 153	4	19	1, 1, 0, 0	0	0.760563380282	1.0	153	153	486
19, 281, 270, 176	4	19	1, 1, 0, 0	0	0.765258215962	1.0	156	156	483
19, 281, 270, 178	4	19	1, 1, 0, 0	0	0.765258215962	1.0	156	156	483
19, 281, 270, 248	4	19	1, 1, 0, 0	0	0.744913928013	1.0	143	143	496
19, 281, 270, 300	4	19	1, 1, 0, 0	0	0.744913928013	1.0	143	143	496
19, 281, 270, 372	4	19	1, 1, 0, 0	0	0.758998435055	1.0	152	152	487
19, 281, 270, 59	4	19	1, 1, 0, 0	0	0.757433489828	1.0	151	151	488
19, 281, 270, 62	4	19	1, 1, 0, 0	0	0.748043818466	1.0	145	145	494
19, 281, 300, 107	4	19	1, 1, 0, 0	0	0.785602503912	1.0	169	169	470
19, 281, 300, 134	4	19	1, 1, 0, 0	0	0.777777777778	1.0	164	164	475
19, 281, 300, 59	4	19	1, 1, 0, 0	0	0.757433489828	1.0	151	151	488
19, 281, 51, 0	4	19	1, 1, 0, 0	0	0.749608763693	1.0	146	146	493
19, 281, 51, 107	4	19	1, 1, 0, 0	0	0.79186228482	1.0	173	173	466
19, 281, 51, 134	4	19	1, 1, 0, 0	0	0.788732394366	1.0	171	171	468
19, 281, 51, 151	4	19	1, 1, 0, 0	0	0.748043818466	1.0	145	145	494
19, 281, 51, 153	4	19	1, 1, 0, 0	0	0.776212832551	1.0	163	163	476
19, 281, 51, 176	4	19	1, 1, 0, 0	0	0.780907668232	1.0	166	166	473
19, 281, 51, 178	4	19	1, 1, 0, 0	0	0.780907668232	1.0	166	166	473
19, 281, 51, 248	4	19	1, 1, 0, 0	0	0.746478873239	1.0	144	144	495
19, 281, 51, 270	4	19	1, 1, 0, 0	0	0.746478873239	1.0	144	144	495
19, 281, 51, 300	4	19	1, 1, 0, 0	0	0.75117370892	1.0	147	147	492
19, 281, 51, 372	4	19	1, 1, 0, 0	0	0.776212832551	1.0	163	163	476
19, 281, 51, 59	4	19	1, 1, 0, 0	0	0.757433489828	1.0	151	151	488
19, 281, 51, 62	4	19	1, 1, 0, 0	0	0.75117370892	1.0	147	147	492
19, 281, 59, 107	4	19	1, 1, 0, 0	0	0.81220657277	1.0	186	186	453
19, 281, 59, 134	4	19	1, 1, 0, 0	0	0.804381846635	1.0	181	181	458
19, 281, 62, 107	4	19	1, 1, 0, 0	0	0.785602503912	1.0	169	169	470
19, 281, 62, 134	4	19	1, 1, 0, 0	0	0.779342723005	1.0	165	165	474
19, 281, 62, 151	4	19	1, 1, 0, 0	0	0.744913928013	1.0	143	143	496
19, 281, 62, 176	4	19	1, 1, 0, 0	0	0.774647887324	1.0	162	162	477
19, 281, 62, 300	4	19	1, 1, 0, 0	0	0.75117370892	1.0	147	147	492
19, 281, 62, 372	4	19	1, 1, 0, 0	0	0.766823161189	1.0	157	157	482
19, 281, 62, 59	4	19	1, 1, 0, 0	0	0.757433489828	1.0	151	151	488
19, 29, 110, 134	4	19	1, 1, 1, 0	0	0.888888888889	1.0	185	185	454
19, 29, 110, 153	4	19	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
19, 29, 110, 176	4	19	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
19, 29, 110, 178	4	19	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
19, 29, 110, 190	4	19	1, 1, 1, 0	0	0.879499217527	1.0	179	179	460
19, 29, 110, 198	4	19	1, 1, 1, 0	0	0.887323943662	1.0	184	184	455
19, 29, 110, 23	4	19	1, 1, 1, 0	0	0.915492957746	1.0	202	202	437
19, 29, 110, 242	4	19	1, 1, 1, 0	0	0.879499217527	1.0	179	179	460
19, 29, 110, 281	4	19	1, 1, 1, 1	0	0.907668231612	1.0	197	197	442
19, 29, 110, 346	4	19	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
19, 29, 110, 372	4	19	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
19, 29, 110, 373	4	19	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
19, 29, 110, 53	4	19	1, 1, 1, 1	0	0.909233176839	1.0	198	198	441
19, 29, 110, 71	4	19	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
19, 29, 110, 83	4	19	1, 1, 1, 0	0	0.887323943662	1.0	184	184	455
19, 29, 153, 134	4	19	1, 1, 0, 0	0	0.787167449139	1.0	165	165	474
19, 29, 153, 178	4	19	1, 1, 0, 0	0	0.779342723005	1.0	160	160	479
19, 29, 153, 55	4	19	1, 1, 0, 1	0	0.799687010955	1.0	173	173	466
19, 29, 176, 134	4	19	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
19, 29, 176, 153	4	19	1, 1, 0, 0	0	0.779342723005	1.0	160	160	479
19, 29, 176, 178	4	19	1, 1, 0, 0	0	0.784037558685	1.0	163	163	476
19, 29, 176, 372	4	19	1, 1, 0, 0	0	0.779342723005	1.0	160	160	479
19, 29, 178, 134	4	19	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
19, 29, 281, 0	4	19	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
19, 29, 281, 107	4	19	1, 1, 1, 0	0	0.892018779343	1.0	187	187	452
19, 29, 281, 134	4	19	1, 1, 1, 0	0	0.888888888889	1.0	185	185	454
19, 29, 281, 151	4	19	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
19, 29, 281, 153	4	19	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
19, 29, 281, 176	4	19	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
19, 29, 281, 178	4	19	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
19, 29, 281, 248	4	19	1, 1, 1, 0	0	0.884194053208	1.0	182	182	457
19, 29, 281, 270	4	19	1, 1, 1, 0	0	0.8779342723	1.0	178	178	461
19, 29, 281, 300	4	19	1, 1, 1, 0	0	0.887323943662	1.0	184	184	455
19, 29, 281, 372	4	19	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
19, 29, 281, 59	4	19	1, 1, 1, 0	0	0.91392801252	1.0	201	201	438
19, 29, 281, 62	4	19	1, 1, 1, 0	0	0.887323943662	1.0	184	184	455
19, 29, 51, 134	4	19	1, 1, 0, 0	0	0.804381846635	1.0	176	176	463
19, 29, 51, 153	4	19	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
19, 29, 51, 176	4	19	1, 1, 0, 0	0	0.796557120501	1.0	171	171	468
19, 29, 51, 178	4	19	1, 1, 0, 0	0	0.796557120501	1.0	171	171	468
19, 29, 51, 281	4	19	1, 1, 0, 1	0	0.823161189358	1.0	188	188	451
19, 29, 51, 372	4	19	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
19, 29, 51, 53	4	19	1, 1, 0, 1	0	0.826291079812	1.0	190	190	449
19, 29, 53, 134	4	19	1, 1, 1, 0	0	0.895148669797	1.0	187	187	452
19, 29, 53, 153	4	19	1, 1, 1, 0	0	0.882629107981	1.0	179	179	460
19, 29, 53, 176	4	19	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
19, 29, 53, 178	4	19	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
19, 29, 53, 278	4	19	1, 1, 1, 0	0	0.885758998435	1.0	181	181	458
19, 29, 53, 281	4	19	1, 1, 1, 1	0	0.912363067293	1.0	198	198	441
19, 29, 53, 372	4	19	1, 1, 1, 0	0	0.882629107981	1.0	179	179	460
29, 110, 153, 134	4	29	1, 1, 0, 0	0	0.758998435055	1.0	156	156	483
29, 110, 153, 55	4	29	1, 1, 0, 1	0	0.77151799687	1.0	164	164	475
29, 110, 176, 134	4	29	1, 1, 0, 0	0	0.763693270736	1.0	159	159	480
29, 110, 176, 153	4	29	1, 1, 0, 0	0	0.75117370892	1.0	151	151	488
29, 110, 176, 178	4	29	1, 1, 0, 0	0	0.755868544601	1.0	154	154	485
29, 110, 178, 134	4	29	1, 1, 0, 0	0	0.763693270736	1.0	159	159	480
29, 110, 178, 153	4	29	1, 1, 0, 0	0	0.75117370892	1.0	151	151	488
29, 110, 51, 134	4	29	1, 1, 0, 0	0	0.776212832551	1.0	167	167	472
29, 110, 51, 153	4	29	1, 1, 0, 0	0	0.763693270736	1.0	159	159	480
29, 110, 51, 176	4	29	1, 1, 0, 0	0	0.768388106416	1.0	162	162	477
29, 110, 51, 178	4	29	1, 1, 0, 0	0	0.768388106416	1.0	162	162	477
29, 110, 51, 281	4	29	1, 1, 0, 1	0	0.796557120501	1.0	180	180	459
29, 110, 51, 372	4	29	1, 1, 0, 0	0	0.763693270736	1.0	159	159	480
29, 110, 51, 53	4	29	1, 1, 0, 1	0	0.796557120501	1.0	180	180	459
29, 176, 51, 331	4	29	1, 0, 0, 1	1	0.738654147105	1.0	148	148	491
29, 281, 110, 134	4	29	1, 1, 1, 0	0	0.863849765258	1.0	177	177	462
29, 281, 110, 153	4	29	1, 1, 1, 0	0	0.851330203443	1.0	169	169	470
29, 281, 110, 176	4	29	1, 1, 1, 0	0	0.856025039124	1.0	172	172	467
29, 281, 110, 178	4	29	1, 1, 1, 0	0	0.856025039124	1.0	172	172	467
29, 281, 110, 303	4	29	1, 1, 1, 0	0	0.863849765258	1.0	177	177	462
29, 281, 110, 372	4	29	1, 1, 1, 0	0	0.851330203443	1.0	169	169	470
29, 281, 153, 134	4	29	1, 1, 0, 0	0	0.758998435055	1.0	156	156	483
29, 281, 153, 55	4	29	1, 1, 0, 1	0	0.757433489828	1.0	155	155	484
29, 281, 176, 134	4	29	1, 1, 0, 0	0	0.763693270736	1.0	159	159	480
29, 281, 176, 153	4	29	1, 1, 0, 0	0	0.75117370892	1.0	151	151	488
29, 281, 178, 134	4	29	1, 1, 0, 0	0	0.763693270736	1.0	159	159	480
29, 281, 178, 153	4	29	1, 1, 0, 0	0	0.75117370892	1.0	151	151	488
29, 281, 178, 176	4	29	1, 1, 0, 0	0	0.755868544601	1.0	154	154	485
29, 281, 178, 372	4	29	1, 1, 0, 0	0	0.75117370892	1.0	151	151	488
29, 281, 51, 134	4	29	1, 1, 0, 0	0	0.776212832551	1.0	167	167	472
29, 281, 51, 153	4	29	1, 1, 0, 0	0	0.763693270736	1.0	159	159	480
29, 281, 51, 176	4	29	1, 1, 0, 0	0	0.768388106416	1.0	162	162	477
29, 281, 51, 178	4	29	1, 1, 0, 0	0	0.768388106416	1.0	162	162	477
29, 281, 51, 372	4	29	1, 1, 0, 0	0	0.763693270736	1.0	159	159	480
51, 153, 110, 134	4	51	0, 0, 1, 0	1	0.785602503912	1.0	140	140	499
51, 153, 110, 176	4	51	0, 0, 1, 0	1	0.777777777778	1.0	135	135	504
51, 153, 110, 178	4	51	0, 0, 1, 0	1	0.777777777778	1.0	135	135	504
51, 153, 110, 372	4	51	0, 0, 1, 0	1	0.773082942097	1.0	132	132	507
51, 153, 110, 55	4	51	0, 0, 1, 1	1	0.733959311424	1.0	148	148	491
51, 153, 178, 155	4	51	0, 0, 0, 1	1	0.777777777778	1.0	106	106	533
51, 153, 178, 264	4	51	0, 0, 0, 1	1	0.777777777778	1.0	165	165	474
51, 153, 178, 342	4	51	0, 0, 0, 1	1	0.777777777778	1.0	135	135	504
51, 153, 178, 7	4	51	0, 0, 0, 1	1	0.777777777778	1.0	136	136	503
51, 153, 29, 134	4	51	0, 0, 1, 0	1	0.785602503912	1.0	146	146	493
51, 153, 29, 176	4	51	0, 0, 1, 0	1	0.777777777778	1.0	141	141	498
51, 153, 29, 178	4	51	0, 0, 1, 0	1	0.777777777778	1.0	141	141	498
51, 153, 29, 55	4	51	0, 0, 1, 1	1	0.733959311424	1.0	154	154	485
51, 153, 314, 178	4	51	0, 0, 1, 0	1	0.777777777778	1.0	143	143	496
51, 153, 333, 176	4	51	0, 0, 1, 0	1	0.777777777778	1.0	150	150	489
51, 153, 333, 178	4	51	0, 0, 1, 0	1	0.777777777778	1.0	150	150	489
51, 153, 333, 372	4	51	0, 0, 1, 0	1	0.773082942097	1.0	147	147	492
51, 153, 333, 55	4	51	0, 0, 1, 1	1	0.733959311424	1.0	153	153	486
51, 153, 53, 134	4	51	0, 0, 1, 0	1	0.785602503912	1.0	142	142	497
51, 153, 53, 176	4	51	0, 0, 1, 0	1	0.777777777778	1.0	137	137	502
51, 153, 53, 178	4	51	0, 0, 1, 0	1	0.777777777778	1.0	137	137	502
51, 153, 53, 372	4	51	0, 0, 1, 0	1	0.773082942097	1.0	134	134	505
51, 153, 53, 55	4	51	0, 0, 1, 1	1	0.733959311424	1.0	139	139	500
51, 153, 55, 176	4	51	0, 0, 1, 0	1	0.777777777778	1.0	130	130	509
51, 153, 55, 178	4	51	0, 0, 1, 0	1	0.777777777778	1.0	130	130	509
51, 153, 55, 314	4	51	0, 0, 1, 1	1	0.733959311424	1.0	156	156	483
53, 110, 153, 176	4	53	1, 1, 0, 0	0	0.735524256651	1.0	146	146	493
53, 110, 153, 181	4	53	1, 1, 0, 0	0	0.727699530516	1.0	141	141	498
53, 110, 153, 55	4	53	1, 1, 0, 1	0	0.738654147105	1.0	148	148	491
53, 110, 176, 181	4	53	1, 1, 0, 0	0	0.735524256651	1.0	146	146	493
53, 110, 178, 134	4	53	1, 1, 0, 0	0	0.748043818466	1.0	154	154	485
53, 110, 178, 153	4	53	1, 1, 0, 0	0	0.735524256651	1.0	146	146	493
53, 110, 178, 176	4	53	1, 1, 0, 0	0	0.740219092332	1.0	149	149	490
53, 110, 178, 181	4	53	1, 1, 0, 0	0	0.735524256651	1.0	146	146	493
53, 110, 178, 372	4	53	1, 1, 0, 0	0	0.735524256651	1.0	146	146	493
53, 110, 51, 134	4	53	1, 1, 0, 0	0	0.760563380282	1.0	162	162	477
53, 110, 51, 153	4	53	1, 1, 0, 0	0	0.748043818466	1.0	154	154	485
53, 110, 51, 176	4	53	1, 1, 0, 0	0	0.752738654147	1.0	157	157	482
53, 110, 51, 178	4	53	1, 1, 0, 0	0	0.752738654147	1.0	157	157	482
53, 110, 51, 181	4	53	1, 1, 0, 0	0	0.743348982786	1.0	151	151	488
53, 110, 51, 372	4	53	1, 1, 0, 0	0	0.748043818466	1.0	154	154	485
53, 134, 19, 153	4	53	1, 0, 1, 0	0	0.777777777778	1.0	162	162	477
53, 134, 19, 176	4	53	1, 0, 1, 0	0	0.782472613459	1.0	165	165	474
53, 134, 19, 372	4	53	1, 0, 1, 0	0	0.777777777778	1.0	162	162	477
53, 134, 29, 153	4	53	1, 0, 1, 0	0	0.762128325509	1.0	157	157	482
53, 134, 29, 372	4	53	1, 0, 1, 0	0	0.762128325509	1.0	157	157	482
53, 178, 153, 134	4	53	1, 0, 0, 0	1	0.773082942097	1.0	134	134	505
53, 178, 153, 372	4	53	1, 0, 0, 0	1	0.760563380282	1.0	126	126	513
53, 178, 153, 55	4	53	1, 0, 0, 1	1	0.721439749609	1.0	131	131	508
53, 178, 176, 134	4	53	1, 0, 0, 0	1	0.777777777778	1.0	137	137	502
53, 178, 176, 153	4	53	1, 0, 0, 0	1	0.765258215962	1.0	129	129	510
53, 178, 176, 351	4	53	1, 0, 0, 1	1	0.72613458529	1.0	149	149	490
53, 178, 176, 372	4	53	1, 0, 0, 0	1	0.765258215962	1.0	129	129	510
53, 19, 110, 134	4	53	1, 1, 1, 0	0	0.876369327074	1.0	181	181	458
53, 19, 110, 153	4	53	1, 1, 1, 0	0	0.863849765258	1.0	173	173	466
53, 19, 110, 176	4	53	1, 1, 1, 0	0	0.868544600939	1.0	176	176	463
53, 19, 110, 178	4	53	1, 1, 1, 0	0	0.868544600939	1.0	176	176	463
53, 19, 110, 181	4	53	1, 1, 1, 0	0	0.863849765258	1.0	173	173	466
53, 19, 110, 190	4	53	1, 1, 1, 0	0	0.866979655712	1.0	175	175	464
53, 19, 110, 198	4	53	1, 1, 1, 0	0	0.874804381847	1.0	180	180	459
53, 19, 110, 23	4	53	1, 1, 1, 0	0	0.902973395931	1.0	198	198	441
53, 19, 110, 242	4	53	1, 1, 1, 0	0	0.866979655712	1.0	175	175	464
53, 19, 110, 281	4	53	1, 1, 1, 1	0	0.895148669797	1.0	193	193	446
53, 19, 110, 346	4	53	1, 1, 1, 0	0	0.868544600939	1.0	176	176	463
53, 19, 110, 372	4	53	1, 1, 1, 0	0	0.863849765258	1.0	173	173	466
53, 19, 110, 373	4	53	1, 1, 1, 0	0	0.863849765258	1.0	173	173	466
53, 19, 110, 71	4	53	1, 1, 1, 0	0	0.868544600939	1.0	176	176	463
53, 19, 110, 83	4	53	1, 1, 1, 0	0	0.874804381847	1.0	180	180	459
53, 19, 153, 372	4	53	1, 1, 0, 0	0	0.765258215962	1.0	154	154	485
53, 19, 153, 55	4	53	1, 1, 0, 1	0	0.773082942097	1.0	159	159	480
53, 19, 176, 153	4	53	1, 1, 0, 0	0	0.769953051643	1.0	157	157	482
53, 19, 176, 372	4	53	1, 1, 0, 0	0	0.769953051643	1.0	157	157	482
53, 19, 178, 134	4	53	1, 1, 0, 0	0	0.782472613459	1.0	165	165	474
53, 19, 178, 153	4	53	1, 1, 0, 0	0	0.769953051643	1.0	157	157	482
53, 19, 178, 176	4	53	1, 1, 0, 0	0	0.774647887324	1.0	160	160	479
53, 19, 178, 372	4	53	1, 1, 0, 0	0	0.769953051643	1.0	157	157	482
53, 19, 281, 0	4	53	1, 1, 1, 0	0	0.871674491393	1.0	177	177	462
53, 19, 281, 107	4	53	1, 1, 1, 0	0	0.882629107981	1.0	184	184	455
53, 19, 281, 134	4	53	1, 1, 1, 0	0	0.879499217527	1.0	182	182	457
53, 19, 281, 151	4	53	1, 1, 1, 0	0	0.871674491393	1.0	177	177	462
53, 19, 281, 153	4	53	1, 1, 1, 0	0	0.866979655712	1.0	174	174	465
53, 19, 281, 176	4	53	1, 1, 1, 0	0	0.871674491393	1.0	177	177	462
53, 19, 281, 178	4	53	1, 1, 1, 0	0	0.871674491393	1.0	177	177	462
53, 19, 281, 248	4	53	1, 1, 1, 0	0	0.874804381847	1.0	179	179	460
53, 19, 281, 270	4	53	1, 1, 1, 0	0	0.868544600939	1.0	175	175	464
53, 19, 281, 300	4	53	1, 1, 1, 0	0	0.8779342723	1.0	181	181	458
53, 19, 281, 372	4	53	1, 1, 1, 0	0	0.866979655712	1.0	174	174	465
53, 19, 281, 59	4	53	1, 1, 1, 0	0	0.904538341158	1.0	198	198	441
53, 19, 281, 62	4	53	1, 1, 1, 0	0	0.8779342723	1.0	181	181	458
53, 19, 51, 134	4	53	1, 1, 0, 0	0	0.794992175274	1.0	173	173	466
53, 19, 51, 153	4	53	1, 1, 0, 0	0	0.782472613459	1.0	165	165	474
53, 19, 51, 176	4	53	1, 1, 0, 0	0	0.787167449139	1.0	168	168	471
53, 19, 51, 178	4	53	1, 1, 0, 0	0	0.787167449139	1.0	168	168	471
53, 19, 51, 281	4	53	1, 1, 0, 1	0	0.813771517997	1.0	185	185	454
53, 19, 51, 372	4	53	1, 1, 0, 0	0	0.782472613459	1.0	165	165	474
53, 281, 110, 134	4	53	1, 1, 1, 0	0	0.848200312989	1.0	172	172	467
53, 281, 110, 153	4	53	1, 1, 1, 0	0	0.835680751174	1.0	164	164	475
53, 281, 110, 176	4	53	1, 1, 1, 0	0	0.840375586854	1.0	167	167	472
53, 281, 110, 177	4	53	1, 1, 1, 0	0	0.862284820031	1.0	181	181	458
53, 281, 110, 178	4	53	1, 1, 1, 0	0	0.840375586854	1.0	167	167	472
53, 281, 110, 181	4	53	1, 1, 1, 0	0	0.835680751174	1.0	164	164	475
53, 281, 110, 303	4	53	1, 1, 1, 0	0	0.848200312989	1.0	172	172	467
53, 281, 110, 372	4	53	1, 1, 1, 0	0	0.835680751174	1.0	164	164	475
53, 281, 153, 176	4	53	1, 1, 0, 0	0	0.738654147105	1.0	147	147	492
53, 281, 153, 55	4	53	1, 1, 0, 1	0	0.727699530516	1.0	140	140	499
53, 281, 178, 134	4	53	1, 1, 0, 0	0	0.75117370892	1.0	155	155	484
53, 281, 178, 153	4	53	1, 1, 0, 0	0	0.738654147105	1.0	147	147	492
53, 281, 178, 176	4	53	1, 1, 0, 0	0	0.743348982786	1.0	150	150	489
53, 281, 178, 372	4	53	1, 1, 0, 0	0	0.738654147105	1.0	147	147	492
53, 281, 51, 134	4	53	1, 1, 0, 0	0	0.763693270736	1.0	163	163	476
53, 281, 51, 153	4	53	1, 1, 0, 0	0	0.75117370892	1.0	155	155	484
53, 281, 51, 176	4	53	1, 1, 0, 0	0	0.755868544601	1.0	158	158	481
53, 281, 51, 178	4	53	1, 1, 0, 0	0	0.755868544601	1.0	158	158	481
53, 281, 51, 372	4	53	1, 1, 0, 0	0	0.75117370892	1.0	155	155	484
53, 29, 110, 134	4	53	1, 1, 1, 0	0	0.863849765258	1.0	177	177	462
53, 29, 110, 153	4	53	1, 1, 1, 0	0	0.851330203443	1.0	169	169	470
53, 29, 110, 176	4	53	1, 1, 1, 0	0	0.856025039124	1.0	172	172	467
53, 29, 110, 178	4	53	1, 1, 1, 0	0	0.856025039124	1.0	172	172	467
53, 29, 110, 181	4	53	1, 1, 1, 0	0	0.851330203443	1.0	169	169	470
53, 29, 110, 281	4	53	1, 1, 1, 1	0	0.882629107981	1.0	189	189	450
53, 29, 110, 340	4	53	1, 1, 1, 0	0	0.854460093897	1.0	171	171	468
53, 29, 110, 372	4	53	1, 1, 1, 0	0	0.851330203443	1.0	169	169	470
53, 29, 153, 55	4	53	1, 1, 0, 1	0	0.757433489828	1.0	154	154	485
53, 29, 176, 134	4	53	1, 1, 0, 0	0	0.766823161189	1.0	160	160	479
53, 29, 176, 153	4	53	1, 1, 0, 0	0	0.754303599374	1.0	152	152	487
53, 29, 176, 372	4	53	1, 1, 0, 0	0	0.754303599374	1.0	152	152	487
53, 29, 178, 134	4	53	1, 1, 0, 0	0	0.766823161189	1.0	160	160	479
53, 29, 178, 153	4	53	1, 1, 0, 0	0	0.754303599374	1.0	152	152	487
53, 29, 178, 176	4	53	1, 1, 0, 0	0	0.758998435055	1.0	155	155	484
53, 29, 178, 372	4	53	1, 1, 0, 0	0	0.754303599374	1.0	152	152	487
53, 29, 281, 134	4	53	1, 1, 1, 0	0	0.863849765258	1.0	177	177	462
53, 29, 281, 153	4	53	1, 1, 1, 0	0	0.851330203443	1.0	169	169	470
53, 29, 281, 176	4	53	1, 1, 1, 0	0	0.856025039124	1.0	172	172	467
53, 29, 281, 178	4	53	1, 1, 1, 0	0	0.856025039124	1.0	172	172	467
53, 29, 281, 255	4	53	1, 1, 1, 0	0	0.859154929577	1.0	174	174	465
53, 29, 281, 372	4	53	1, 1, 1, 0	0	0.851330203443	1.0	169	169	470
53, 29, 51, 134	4	53	1, 1, 0, 0	0	0.779342723005	1.0	168	168	471
53, 29, 51, 153	4	53	1, 1, 0, 0	0	0.766823161189	1.0	160	160	479
53, 29, 51, 176	4	53	1, 1, 0, 0	0	0.77151799687	1.0	163	163	476
53, 29, 51, 178	4	53	1, 1, 0, 0	0	0.77151799687	1.0	163	163	476
53, 29, 51, 281	4	53	1, 1, 0, 1	0	0.798122065728	1.0	180	180	459
53, 29, 51, 372	4	53	1, 1, 0, 0	0	0.766823161189	1.0	160	160	479
53, 304, 110, 100	4	53	1, 1, 1, 0	0	0.885758998435	1.0	183	183	456
53, 304, 110, 121	4	53	1, 1, 1, 0	0	0.884194053208	1.0	182	182	457
53, 304, 110, 125	4	53	1, 1, 1, 0	0	0.879499217527	1.0	179	179	460
53, 304, 110, 134	4	53	1, 1, 1, 0	0	0.888888888889	1.0	185	185	454
53, 304, 110, 153	4	53	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
53, 304, 110, 176	4	53	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
53, 304, 110, 178	4	53	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
53, 304, 110, 181	4	53	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
53, 304, 110, 313	4	53	1, 1, 1, 0	0	0.888888888889	1.0	185	185	454
53, 304, 110, 325	4	53	1, 1, 1, 0	0	0.910798122066	1.0	199	199	440
53, 304, 110, 353	4	53	1, 1, 1, 0	0	0.8779342723	1.0	178	178	461
53, 304, 110, 372	4	53	1, 1, 1, 0	0	0.876369327074	1.0	177	177	462
53, 304, 110, 374	4	53	1, 1, 1, 0	0	0.8779342723	1.0	178	178	461
53, 304, 110, 65	4	53	1, 1, 1, 0	0	0.881064162754	1.0	180	180	459
53, 304, 153, 134	4	53	1, 1, 0, 0	0	0.787167449139	1.0	165	165	474
53, 304, 153, 176	4	53	1, 1, 0, 0	0	0.779342723005	1.0	160	160	479
53, 304, 153, 178	4	53	1, 1, 0, 0	0	0.779342723005	1.0	160	160	479
53, 304, 153, 372	4	53	1, 1, 0, 0	0	0.774647887324	1.0	157	157	482
53, 304, 153, 55	4	53	1, 1, 0, 1	0	0.765258215962	1.0	151	151	488
53, 304, 176, 134	4	53	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
53, 304, 178, 134	4	53	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
53, 304, 178, 176	4	53	1, 1, 0, 0	0	0.784037558685	1.0	163	163	476
53, 304, 178, 372	4	53	1, 1, 0, 0	0	0.779342723005	1.0	160	160	479
53, 304, 281, 106	4	53	1, 1, 1, 0	0	0.885758998435	1.0	182	182	457
53, 304, 281, 134	4	53	1, 1, 1, 0	0	0.892018779343	1.0	186	186	453
53, 304, 281, 153	4	53	1, 1, 1, 0	0	0.879499217527	1.0	178	178	461
53, 304, 281, 176	4	53	1, 1, 1, 0	0	0.884194053208	1.0	181	181	458
53, 304, 281, 178	4	53	1, 1, 1, 0	0	0.884194053208	1.0	181	181	458
53, 304, 281, 193	4	53	1, 1, 1, 0	0	0.8779342723	1.0	177	177	462
53, 304, 281, 197	4	53	1, 1, 1, 0	0	0.884194053208	1.0	181	181	458
53, 304, 281, 212	4	53	1, 1, 1, 0	0	0.885758998435	1.0	182	182	457
53, 304, 281, 263	4	53	1, 1, 1, 0	0	0.912363067293	1.0	199	199	440
53, 304, 281, 269	4	53	1, 1, 1, 0	0	0.884194053208	1.0	181	181	458
53, 304, 281, 320	4	53	1, 1, 1, 0	0	0.879499217527	1.0	178	178	461
53, 304, 281, 372	4	53	1, 1, 1, 0	0	0.879499217527	1.0	178	178	461
53, 304, 281, 98	4	53	1, 1, 1, 0	0	0.881064162754	1.0	179	179	460
53, 304, 51, 134	4	53	1, 1, 0, 0	0	0.804381846635	1.0	176	176	463
53, 304, 51, 153	4	53	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
53, 304, 51, 176	4	53	1, 1, 0, 0	0	0.796557120501	1.0	171	171	468
53, 304, 51, 178	4	53	1, 1, 0, 0	0	0.796557120501	1.0	171	171	468
53, 304, 51, 281	4	53	1, 1, 0, 1	0	0.824726134585	1.0	189	189	450
53, 304, 51, 372	4	53	1, 1, 0, 0	0	0.79186228482	1.0	168	168	471
134, 110, 19, 190	4	134	0, 1, 1, 0	0	0.741784037559	1.0	142	142	497
134, 110, 19, 23	4	134	0, 1, 1, 0	0	0.755868544601	1.0	151	151	488
134, 110, 19, 372	4	134	0, 1, 1, 0	0	0.768388106416	1.0	159	159	480
134, 110, 281, 153	4	134	0, 1, 1, 0	0	0.743348982786	1.0	151	151	488
134, 110, 281, 178	4	134	0, 1, 1, 0	0	0.748043818466	1.0	154	154	485
134, 110, 281, 303	4	134	0, 1, 1, 0	0	0.738654147105	1.0	148	148	491
134, 110, 281, 372	4	134	0, 1, 1, 0	0	0.743348982786	1.0	151	151	488
