prefix	length	first	prediction	default	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured
134, 110, 304, 100	4	134	0, 1, 1, 0	0	0.785602503912	1.0	166	166	473
134, 110, 304, 125	4	134	0, 1, 1, 0	0	0.784037558685	1.0	165	165	474
134, 110, 304, 153	4	134	0, 1, 1, 0	0	0.780907668232	1.0	163	163	476
134, 110, 304, 176	4	134	0, 1, 1, 0	0	0.785602503912	1.0	166	166	473
134, 110, 304, 313	4	134	0, 1, 1, 0	0	0.776212832551	1.0	160	160	479
134, 110, 304, 325	4	134	0, 1, 1, 0	0	0.810641627543	1.0	182	182	457
134, 110, 304, 372	4	134	0, 1, 1, 0	0	0.780907668232	1.0	163	163	476
134, 110, 304, 65	4	134	0, 1, 1, 0	0	0.782472613459	1.0	164	164	475
134, 110, 333, 153	4	134	0, 1, 1, 0	0	0.787167449139	1.0	165	165	474
134, 110, 333, 176	4	134	0, 1, 1, 0	0	0.79186228482	1.0	168	168	471
134, 110, 333, 178	4	134	0, 1, 1, 0	0	0.79186228482	1.0	168	168	471
134, 110, 333, 372	4	134	0, 1, 1, 0	0	0.787167449139	1.0	165	165	474
134, 110, 53, 153	4	134	0, 1, 1, 0	0	0.743348982786	1.0	151	151	488
134, 110, 53, 176	4	134	0, 1, 1, 0	0	0.748043818466	1.0	154	154	485
134, 110, 53, 181	4	134	0, 1, 1, 0	0	0.72613458529	1.0	140	140	499
134, 110, 53, 372	4	134	0, 1, 1, 0	0	0.743348982786	1.0	151	151	488
134, 153, 178, 101	4	134	0, 0, 0, 1	1	0.773082942097	1.0	130	130	509
134, 153, 178, 215	4	134	0, 0, 0, 1	1	0.773082942097	1.0	128	128	511
134, 153, 19, 178	4	134	0, 0, 1, 0	1	0.773082942097	1.0	142	142	497
134, 153, 281, 55	4	134	0, 0, 1, 1	1	0.729264475743	1.0	137	137	502
134, 153, 314, 176	4	134	0, 0, 1, 0	1	0.773082942097	1.0	140	140	499
134, 153, 333, 176	4	134	0, 0, 1, 0	1	0.773082942097	1.0	147	147	492
134, 153, 333, 372	4	134	0, 0, 1, 0	1	0.768388106416	1.0	144	144	495
134, 153, 51, 178	4	134	0, 0, 0, 0	1	0.829420970266	1.0	122	122	517
134, 153, 51, 206	4	134	0, 0, 0, 1	1	0.785602503912	1.0	122	122	517
134, 153, 51, 281	4	134	0, 0, 0, 1	1	0.785602503912	1.0	141	141	498
134, 153, 51, 304	4	134	0, 0, 0, 1	1	0.785602503912	1.0	153	153	486
134, 153, 51, 314	4	134	0, 0, 0, 1	1	0.785602503912	1.0	148	148	491
134, 153, 51, 372	4	134	0, 0, 0, 0	1	0.824726134585	1.0	119	119	520
134, 153, 51, 55	4	134	0, 0, 0, 1	1	0.785602503912	1.0	135	135	504
134, 153, 55, 176	4	134	0, 0, 1, 0	1	0.773082942097	1.0	127	127	512
134, 176, 110, 178	4	134	0, 0, 1, 0	1	0.777777777778	1.0	135	135	504
134, 176, 110, 372	4	134	0, 0, 1, 0	1	0.773082942097	1.0	132	132	507
134, 176, 178, 153	4	134	0, 0, 0, 0	1	0.816901408451	1.0	114	114	525
134, 176, 178, 19	4	134	0, 0, 0, 1	1	0.777777777778	1.0	145	145	494
134, 176, 178, 227	4	134	0, 0, 0, 1	1	0.777777777778	1.0	162	162	477
134, 176, 178, 230	4	134	0, 0, 0, 1	1	0.777777777778	1.0	138	138	501
134, 176, 178, 29	4	134	0, 0, 0, 1	1	0.777777777778	1.0	141	141	498
134, 176, 178, 304	4	134	0, 0, 0, 1	1	0.777777777778	1.0	148	148	491
134, 176, 178, 314	4	134	0, 0, 0, 1	1	0.777777777778	1.0	143	143	496
134, 176, 178, 351	4	134	0, 0, 0, 1	1	0.777777777778	1.0	134	134	505
134, 176, 178, 372	4	134	0, 0, 0, 0	1	0.816901408451	1.0	114	114	525
134, 176, 281, 153	4	134	0, 0, 1, 0	1	0.773082942097	1.0	133	133	506
134, 176, 281, 178	4	134	0, 0, 1, 0	1	0.777777777778	1.0	136	136	503
134, 176, 281, 372	4	134	0, 0, 1, 0	1	0.773082942097	1.0	133	133	506
134, 176, 304, 153	4	134	0, 0, 1, 0	1	0.773082942097	1.0	145	145	494
134, 176, 304, 372	4	134	0, 0, 1, 0	1	0.773082942097	1.0	145	145	494
134, 178, 29, 153	4	134	0, 0, 1, 0	1	0.773082942097	1.0	138	138	501
134, 51, 110, 372	4	134	0, 0, 1, 0	1	0.785602503912	1.0	140	140	499
134, 51, 176, 153	4	134	0, 0, 0, 0	1	0.829420970266	1.0	122	122	517
134, 51, 176, 178	4	134	0, 0, 0, 0	1	0.834115805947	1.0	125	125	514
134, 51, 176, 281	4	134	0, 0, 0, 1	1	0.790297339593	1.0	144	144	495
134, 51, 176, 29	4	134	0, 0, 0, 1	1	0.790297339593	1.0	149	149	490
134, 51, 176, 3	4	134	0, 0, 0, 1	1	0.790297339593	1.0	148	148	491
134, 51, 176, 304	4	134	0, 0, 0, 1	1	0.790297339593	1.0	156	156	483
134, 51, 176, 314	4	134	0, 0, 0, 1	1	0.790297339593	1.0	151	151	488
134, 51, 176, 331	4	134	0, 0, 0, 1	1	0.790297339593	1.0	138	138	501
134, 51, 176, 372	4	134	0, 0, 0, 0	1	0.829420970266	1.0	122	122	517
134, 51, 176, 53	4	134	0, 0, 0, 1	1	0.790297339593	1.0	145	145	494
134, 51, 178, 281	4	134	0, 0, 0, 1	1	0.790297339593	1.0	144	144	495
134, 51, 178, 314	4	134	0, 0, 0, 1	1	0.790297339593	1.0	151	151	488
134, 51, 19, 153	4	134	0, 0, 1, 0	1	0.785602503912	1.0	150	150	489
134, 51, 19, 176	4	134	0, 0, 1, 0	1	0.790297339593	1.0	153	153	486
134, 51, 19, 178	4	134	0, 0, 1, 0	1	0.790297339593	1.0	153	153	486
134, 51, 19, 372	4	134	0, 0, 1, 0	1	0.785602503912	1.0	150	150	489
134, 51, 281, 372	4	134	0, 0, 1, 0	1	0.785602503912	1.0	141	141	498
134, 51, 29, 178	4	134	0, 0, 1, 0	1	0.790297339593	1.0	149	149	490
134, 51, 304, 372	4	134	0, 0, 1, 0	1	0.785602503912	1.0	153	153	486
134, 51, 333, 153	4	134	0, 0, 1, 0	1	0.785602503912	1.0	155	155	484
134, 51, 333, 176	4	134	0, 0, 1, 0	1	0.790297339593	1.0	158	158	481
134, 51, 333, 178	4	134	0, 0, 1, 0	1	0.790297339593	1.0	158	158	481
134, 51, 333, 372	4	134	0, 0, 1, 0	1	0.785602503912	1.0	155	155	484
134, 51, 53, 178	4	134	0, 0, 1, 0	1	0.790297339593	1.0	145	145	494
134, 51, 53, 372	4	134	0, 0, 1, 0	1	0.785602503912	1.0	142	142	497
153, 55, 110, 134	4	153	0, 1, 1, 0	1	0.729264475743	1.0	145	145	494
153, 55, 110, 372	4	153	0, 1, 1, 0	1	0.716744913928	1.0	137	137	502
153, 55, 29, 134	4	153	0, 1, 1, 0	0	0.743348982786	1.0	151	151	488
153, 55, 29, 176	4	153	0, 1, 1, 0	0	0.735524256651	1.0	146	146	493
153, 55, 29, 178	4	153	0, 1, 1, 0	0	0.735524256651	1.0	146	146	493
153, 55, 29, 372	4	153	0, 1, 1, 0	0	0.73082942097	1.0	143	143	496
153, 55, 304, 134	4	153	0, 1, 1, 0	0	0.73082942097	1.0	147	147	492
153, 55, 304, 176	4	153	0, 1, 1, 0	0	0.723004694836	1.0	142	142	497
153, 55, 304, 178	4	153	0, 1, 1, 0	0	0.723004694836	1.0	142	142	497
153, 55, 304, 372	4	153	0, 1, 1, 0	0	0.718309859155	1.0	139	139	500
153, 55, 314, 134	4	153	0, 1, 1, 0	0	0.749608763693	1.0	153	153	486
153, 55, 314, 176	4	153	0, 1, 1, 0	0	0.741784037559	1.0	148	148	491
153, 55, 314, 178	4	153	0, 1, 1, 0	0	0.741784037559	1.0	148	148	491
153, 55, 314, 372	4	153	0, 1, 1, 0	0	0.737089201878	1.0	145	145	494
153, 55, 333, 134	4	153	0, 1, 1, 0	0	0.740219092332	1.0	150	150	489
153, 55, 333, 176	4	153	0, 1, 1, 0	0	0.732394366197	1.0	145	145	494
153, 55, 333, 178	4	153	0, 1, 1, 0	0	0.732394366197	1.0	145	145	494
153, 55, 333, 372	4	153	0, 1, 1, 0	0	0.727699530516	1.0	142	142	497
153, 55, 53, 134	4	153	0, 1, 1, 0	1	0.729264475743	1.0	136	136	503
153, 55, 53, 372	4	153	0, 1, 1, 0	1	0.716744913928	1.0	128	128	511
176, 110, 178, 351	4	176	0, 1, 0, 1	1	0.72613458529	1.0	125	125	514
176, 110, 51, 134	4	176	0, 1, 0, 0	1	0.790297339593	1.0	143	143	496
176, 110, 51, 178	4	176	0, 1, 0, 0	1	0.782472613459	1.0	138	138	501
176, 110, 51, 3	4	176	0, 1, 0, 1	1	0.738654147105	1.0	161	161	478
176, 110, 51, 331	4	176	0, 1, 0, 1	1	0.738654147105	1.0	142	142	497
176, 110, 51, 372	4	176	0, 1, 0, 0	1	0.777777777778	1.0	135	135	504
176, 153, 110, 134	4	176	0, 0, 1, 0	1	0.773082942097	1.0	132	132	507
176, 153, 110, 372	4	176	0, 0, 1, 0	1	0.760563380282	1.0	124	124	515
176, 153, 110, 55	4	176	0, 0, 1, 1	1	0.721439749609	1.0	140	140	499
176, 153, 178, 133	4	176	0, 0, 0, 1	1	0.765258215962	1.0	131	131	508
176, 153, 178, 281	4	176	0, 0, 0, 1	1	0.765258215962	1.0	128	128	511
176, 153, 178, 29	4	176	0, 0, 0, 1	1	0.765258215962	1.0	133	133	506
176, 153, 178, 351	4	176	0, 0, 0, 1	1	0.765258215962	1.0	126	126	513
176, 153, 178, 372	4	176	0, 0, 0, 0	1	0.804381846635	1.0	106	106	533
176, 153, 178, 43	4	176	0, 0, 0, 1	1	0.765258215962	1.0	123	123	516
176, 153, 178, 55	4	176	0, 0, 0, 1	1	0.765258215962	1.0	122	122	517
176, 153, 19, 134	4	176	0, 0, 1, 0	1	0.773082942097	1.0	142	142	497
176, 153, 19, 178	4	176	0, 0, 1, 0	1	0.765258215962	1.0	137	137	502
176, 153, 19, 372	4	176	0, 0, 1, 0	1	0.760563380282	1.0	134	134	505
176, 153, 281, 372	4	176	0, 0, 1, 0	1	0.760563380282	1.0	125	125	514
176, 153, 281, 55	4	176	0, 0, 1, 1	1	0.721439749609	1.0	132	132	507
176, 153, 29, 134	4	176	0, 0, 1, 0	1	0.773082942097	1.0	138	138	501
176, 153, 304, 372	4	176	0, 0, 1, 0	1	0.760563380282	1.0	137	137	502
176, 153, 333, 372	4	176	0, 0, 1, 0	1	0.760563380282	1.0	139	139	500
176, 153, 53, 134	4	176	0, 0, 1, 0	1	0.773082942097	1.0	134	134	505
176, 153, 53, 372	4	176	0, 0, 1, 0	1	0.760563380282	1.0	126	126	513
176, 153, 53, 55	4	176	0, 0, 1, 1	1	0.721439749609	1.0	131	131	508
176, 153, 55, 372	4	176	0, 0, 1, 0	1	0.760563380282	1.0	119	119	520
176, 51, 19, 331	4	176	0, 0, 1, 1	1	0.738654147105	1.0	161	161	478
176, 51, 3, 153	4	176	0, 0, 1, 0	1	0.777777777778	1.0	140	140	499
176, 51, 3, 19	4	176	0, 0, 1, 1	1	0.738654147105	1.0	159	159	480
176, 51, 3, 281	4	176	0, 0, 1, 1	1	0.738654147105	1.0	162	162	477
176, 51, 3, 29	4	176	0, 0, 1, 1	1	0.738654147105	1.0	160	160	479
176, 51, 3, 304	4	176	0, 0, 1, 1	1	0.738654147105	1.0	162	162	477
176, 51, 3, 331	4	176	0, 0, 1, 1	1	0.738654147105	1.0	153	153	486
176, 51, 3, 372	4	176	0, 0, 1, 0	1	0.777777777778	1.0	140	140	499
176, 51, 331, 153	4	176	0, 0, 1, 0	1	0.777777777778	1.0	130	130	509
176, 51, 331, 372	4	176	0, 0, 1, 0	1	0.777777777778	1.0	130	130	509
176, 51, 333, 178	4	176	0, 0, 1, 0	1	0.782472613459	1.0	153	153	486
176, 51, 333, 3	4	176	0, 0, 1, 1	1	0.738654147105	1.0	163	163	476
176, 51, 333, 331	4	176	0, 0, 1, 1	1	0.738654147105	1.0	166	166	473
176, 51, 333, 372	4	176	0, 0, 1, 0	1	0.777777777778	1.0	150	150	489
176, 51, 53, 178	4	176	0, 0, 1, 0	1	0.782472613459	1.0	140	140	499
176, 51, 53, 3	4	176	0, 0, 1, 1	1	0.738654147105	1.0	163	163	476
176, 51, 53, 331	4	176	0, 0, 1, 1	1	0.738654147105	1.0	144	144	495
176, 51, 53, 372	4	176	0, 0, 1, 0	1	0.777777777778	1.0	137	137	502
178, 153, 110, 134	4	178	0, 0, 1, 0	1	0.773082942097	1.0	132	132	507
178, 153, 110, 176	4	178	0, 0, 1, 0	1	0.765258215962	1.0	127	127	512
178, 153, 110, 372	4	178	0, 0, 1, 0	1	0.760563380282	1.0	124	124	515
178, 153, 110, 55	4	178	0, 0, 1, 1	1	0.721439749609	1.0	140	140	499
178, 153, 304, 134	4	178	0, 0, 1, 0	1	0.773082942097	1.0	145	145	494
178, 153, 304, 176	4	178	0, 0, 1, 0	1	0.765258215962	1.0	140	140	499
178, 153, 304, 372	4	178	0, 0, 1, 0	1	0.760563380282	1.0	137	137	502
178, 153, 314, 134	4	178	0, 0, 1, 0	1	0.773082942097	1.0	140	140	499
178, 153, 314, 176	4	178	0, 0, 1, 0	1	0.765258215962	1.0	135	135	504
178, 153, 314, 372	4	178	0, 0, 1, 0	1	0.760563380282	1.0	132	132	507
178, 153, 55, 134	4	178	0, 0, 1, 0	1	0.773082942097	1.0	127	127	512
178, 153, 55, 281	4	178	0, 0, 1, 1	1	0.721439749609	1.0	132	132	507
178, 153, 55, 372	4	178	0, 0, 1, 0	1	0.760563380282	1.0	119	119	520
178, 176, 304, 372	4	178	0, 0, 1, 0	1	0.765258215962	1.0	140	140	499
178, 176, 333, 134	4	178	0, 0, 1, 0	1	0.777777777778	1.0	150	150	489
178, 176, 333, 153	4	178	0, 0, 1, 0	1	0.765258215962	1.0	142	142	497
178, 176, 333, 351	4	178	0, 0, 1, 1	1	0.72613458529	1.0	155	155	484
178, 176, 333, 372	4	178	0, 0, 1, 0	1	0.765258215962	1.0	142	142	497
178, 176, 351, 19	4	178	0, 0, 1, 1	1	0.72613458529	1.0	150	150	489
178, 176, 351, 281	4	178	0, 0, 1, 1	1	0.72613458529	1.0	148	148	491
178, 176, 351, 29	4	178	0, 0, 1, 1	1	0.72613458529	1.0	145	145	494
178, 176, 351, 304	4	178	0, 0, 1, 1	1	0.72613458529	1.0	156	156	483
178, 176, 351, 314	4	178	0, 0, 1, 1	1	0.72613458529	1.0	155	155	484
178, 176, 351, 372	4	178	0, 0, 1, 0	1	0.765258215962	1.0	126	126	513
178, 51, 110, 134	4	178	0, 0, 1, 0	1	0.790297339593	1.0	143	143	496
178, 51, 110, 372	4	178	0, 0, 1, 0	1	0.777777777778	1.0	135	135	504
178, 51, 176, 125	4	178	0, 0, 0, 1	1	0.782472613459	1.0	105	105	534
178, 51, 176, 153	4	178	0, 0, 0, 0	1	0.821596244131	1.0	117	117	522
178, 51, 176, 281	4	178	0, 0, 0, 1	1	0.782472613459	1.0	139	139	500
178, 51, 176, 284	4	178	0, 0, 0, 1	1	0.782472613459	1.0	143	143	496
178, 51, 176, 3	4	178	0, 0, 0, 1	1	0.782472613459	1.0	143	143	496
178, 51, 176, 331	4	178	0, 0, 0, 1	1	0.782472613459	1.0	133	133	506
178, 51, 176, 351	4	178	0, 0, 0, 1	1	0.782472613459	1.0	137	137	502
178, 51, 176, 47	4	178	0, 0, 0, 1	1	0.782472613459	1.0	133	133	506
178, 51, 176, 75	4	178	0, 0, 0, 1	1	0.782472613459	1.0	154	154	485
178, 51, 19, 153	4	178	0, 0, 1, 0	1	0.777777777778	1.0	145	145	494
178, 51, 19, 176	4	178	0, 0, 1, 0	1	0.782472613459	1.0	148	148	491
178, 51, 29, 176	4	178	0, 0, 1, 0	1	0.782472613459	1.0	144	144	495
281, 110, 153, 178	4	281	1, 1, 0, 0	0	0.735524256651	1.0	146	146	493
281, 110, 153, 303	4	281	1, 1, 0, 0	0	0.732394366197	1.0	144	144	495
281, 110, 153, 372	4	281	1, 1, 0, 0	0	0.73082942097	1.0	143	143	496
281, 110, 153, 55	4	281	1, 1, 0, 1	0	0.741784037559	1.0	150	150	489
281, 110, 176, 134	4	281	1, 1, 0, 0	0	0.748043818466	1.0	154	154	485
281, 110, 176, 153	4	281	1, 1, 0, 0	0	0.735524256651	1.0	146	146	493
281, 110, 176, 178	4	281	1, 1, 0, 0	0	0.740219092332	1.0	149	149	490
281, 110, 176, 303	4	281	1, 1, 0, 0	0	0.748043818466	1.0	154	154	485
281, 110, 176, 372	4	281	1, 1, 0, 0	0	0.735524256651	1.0	146	146	493
281, 110, 178, 303	4	281	1, 1, 0, 0	0	0.748043818466	1.0	154	154	485
281, 110, 178, 372	4	281	1, 1, 0, 0	0	0.735524256651	1.0	146	146	493
281, 110, 303, 372	4	281	1, 1, 0, 0	0	0.743348982786	1.0	151	151	488
281, 110, 51, 134	4	281	1, 1, 0, 0	0	0.760563380282	1.0	162	162	477
281, 110, 51, 153	4	281	1, 1, 0, 0	0	0.748043818466	1.0	154	154	485
281, 110, 51, 176	4	281	1, 1, 0, 0	0	0.752738654147	1.0	157	157	482
281, 110, 51, 178	4	281	1, 1, 0, 0	0	0.752738654147	1.0	157	157	482
281, 110, 51, 303	4	281	1, 1, 0, 0	0	0.746478873239	1.0	153	153	486
281, 110, 51, 372	4	281	1, 1, 0, 0	0	0.748043818466	1.0	154	154	485
281, 110, 51, 53	4	281	1, 1, 0, 1	0	0.780907668232	1.0	175	175	464
281, 134, 178, 153	4	281	1, 0, 0, 0	1	0.773082942097	1.0	133	133	506
281, 134, 178, 372	4	281	1, 0, 0, 0	1	0.773082942097	1.0	133	133	506
281, 134, 19, 107	4	281	1, 0, 1, 0	0	0.768388106416	1.0	158	158	481
281, 134, 304, 176	4	281	1, 0, 1, 0	0	0.788732394366	1.0	167	167	472
281, 134, 304, 197	4	281	1, 0, 1, 0	0	0.788732394366	1.0	167	167	472
281, 134, 304, 212	4	281	1, 0, 1, 0	0	0.757433489828	1.0	147	147	492
281, 134, 304, 263	4	281	1, 0, 1, 0	0	0.765258215962	1.0	152	152	487
281, 134, 304, 320	4	281	1, 0, 1, 0	0	0.757433489828	1.0	147	147	492
281, 134, 304, 372	4	281	1, 0, 1, 0	0	0.784037558685	1.0	164	164	475
281, 134, 304, 98	4	281	1, 0, 1, 0	0	0.785602503912	1.0	165	165	474
281, 134, 53, 153	4	281	1, 0, 1, 0	0	0.746478873239	1.0	152	152	487
281, 134, 53, 176	4	281	1, 0, 1, 0	0	0.75117370892	1.0	155	155	484
281, 51, 153, 176	4	281	1, 0, 0, 0	1	0.777777777778	1.0	136	136	503
281, 51, 153, 178	4	281	1, 0, 0, 0	1	0.777777777778	1.0	136	136	503
281, 51, 153, 55	4	281	1, 0, 0, 1	1	0.733959311424	1.0	140	140	499
281, 51, 176, 331	4	281	1, 0, 0, 1	1	0.738654147105	1.0	152	152	487
304, 110, 100, 153	4	304	1, 1, 0, 0	0	0.777777777778	1.0	161	161	478
304, 110, 100, 176	4	304	1, 1, 0, 0	0	0.779342723005	1.0	162	162	477
304, 110, 100, 325	4	304	1, 1, 0, 0	0	0.763693270736	1.0	152	152	487
304, 110, 121, 100	4	304	1, 1, 0, 0	0	0.757433489828	1.0	148	148	491
304, 110, 121, 125	4	304	1, 1, 0, 0	0	0.754303599374	1.0	146	146	493
304, 110, 121, 134	4	304	1, 1, 0, 0	0	0.784037558685	1.0	165	165	474
304, 110, 121, 153	4	304	1, 1, 0, 0	0	0.776212832551	1.0	160	160	479
304, 110, 121, 176	4	304	1, 1, 0, 0	0	0.777777777778	1.0	161	161	478
304, 110, 121, 178	4	304	1, 1, 0, 0	0	0.777777777778	1.0	161	161	478
304, 110, 121, 313	4	304	1, 1, 0, 0	0	0.788732394366	1.0	168	168	471
304, 110, 121, 325	4	304	1, 1, 0, 0	0	0.763693270736	1.0	152	152	487
304, 110, 121, 353	4	304	1, 1, 0, 0	0	0.754303599374	1.0	146	146	493
304, 110, 121, 372	4	304	1, 1, 0, 0	0	0.776212832551	1.0	160	160	479
304, 110, 121, 65	4	304	1, 1, 0, 0	0	0.755868544601	1.0	147	147	492
304, 110, 125, 100	4	304	1, 1, 0, 0	0	0.757433489828	1.0	148	148	491
304, 110, 125, 153	4	304	1, 1, 0, 0	0	0.77151799687	1.0	157	157	482
304, 110, 125, 176	4	304	1, 1, 0, 0	0	0.774647887324	1.0	159	159	480
304, 110, 125, 325	4	304	1, 1, 0, 0	0	0.763693270736	1.0	152	152	487
304, 110, 125, 372	4	304	1, 1, 0, 0	0	0.77151799687	1.0	157	157	482
304, 110, 153, 55	4	304	1, 1, 0, 1	0	0.776212832551	1.0	160	160	479
304, 110, 176, 153	4	304	1, 1, 0, 0	0	0.773082942097	1.0	158	158	481
304, 110, 178, 100	4	304	1, 1, 0, 0	0	0.780907668232	1.0	163	163	476
304, 110, 178, 125	4	304	1, 1, 0, 0	0	0.773082942097	1.0	158	158	481
304, 110, 178, 134	4	304	1, 1, 0, 0	0	0.785602503912	1.0	166	166	473
304, 110, 178, 153	4	304	1, 1, 0, 0	0	0.773082942097	1.0	158	158	481
304, 110, 178, 176	4	304	1, 1, 0, 0	0	0.777777777778	1.0	161	161	478
304, 110, 178, 313	4	304	1, 1, 0, 0	0	0.769953051643	1.0	156	156	483
304, 110, 178, 325	4	304	1, 1, 0, 0	0	0.804381846635	1.0	178	178	461
304, 110, 178, 353	4	304	1, 1, 0, 0	0	0.77151799687	1.0	157	157	482
304, 110, 178, 372	4	304	1, 1, 0, 0	0	0.773082942097	1.0	158	158	481
304, 110, 178, 65	4	304	1, 1, 0, 0	0	0.777777777778	1.0	161	161	478
304, 110, 313, 100	4	304	1, 1, 0, 0	0	0.790297339593	1.0	169	169	470
304, 110, 313, 101	4	304	1, 1, 0, 1	0	0.752738654147	1.0	145	145	494
304, 110, 313, 125	4	304	1, 1, 0, 0	0	0.784037558685	1.0	165	165	474
304, 110, 313, 153	4	304	1, 1, 0, 0	0	0.765258215962	1.0	153	153	486
304, 110, 313, 176	4	304	1, 1, 0, 0	0	0.785602503912	1.0	166	166	473
304, 110, 313, 325	4	304	1, 1, 0, 0	0	0.815336463224	1.0	185	185	454
304, 110, 313, 372	4	304	1, 1, 0, 0	0	0.779342723005	1.0	162	162	477
304, 110, 325, 153	4	304	1, 1, 0, 0	0	0.801251956182	1.0	176	176	463
304, 110, 325, 176	4	304	1, 1, 0, 0	0	0.804381846635	1.0	178	178	461
304, 110, 353, 100	4	304	1, 1, 0, 0	0	0.755868544601	1.0	147	147	492
304, 110, 353, 125	4	304	1, 1, 0, 0	0	0.749608763693	1.0	143	143	496
304, 110, 353, 134	4	304	1, 1, 0, 0	0	0.782472613459	1.0	164	164	475
304, 110, 353, 153	4	304	1, 1, 0, 0	0	0.768388106416	1.0	155	155	484
304, 110, 353, 176	4	304	1, 1, 0, 0	0	0.774647887324	1.0	159	159	480
304, 110, 353, 313	4	304	1, 1, 0, 0	0	0.782472613459	1.0	164	164	475
304, 110, 353, 325	4	304	1, 1, 0, 0	0	0.763693270736	1.0	152	152	487
304, 110, 353, 372	4	304	1, 1, 0, 0	0	0.769953051643	1.0	156	156	483
304, 110, 353, 65	4	304	1, 1, 0, 0	0	0.755868544601	1.0	147	147	492
304, 110, 374, 100	4	304	1, 1, 0, 0	0	0.754303599374	1.0	146	146	493
304, 110, 374, 121	4	304	1, 1, 0, 0	0	0.754303599374	1.0	146	146	493
304, 110, 374, 125	4	304	1, 1, 0, 0	0	0.754303599374	1.0	146	146	493
304, 110, 374, 134	4	304	1, 1, 0, 0	0	0.779342723005	1.0	162	162	477
304, 110, 374, 153	4	304	1, 1, 0, 0	0	0.768388106416	1.0	155	155	484
304, 110, 374, 176	4	304	1, 1, 0, 0	0	0.774647887324	1.0	159	159	480
304, 110, 374, 178	4	304	1, 1, 0, 0	0	0.774647887324	1.0	159	159	480
304, 110, 374, 313	4	304	1, 1, 0, 0	0	0.782472613459	1.0	164	164	475
304, 110, 374, 325	4	304	1, 1, 0, 0	0	0.763693270736	1.0	152	152	487
304, 110, 374, 353	4	304	1, 1, 0, 0	0	0.752738654147	1.0	145	145	494
304, 110, 374, 372	4	304	1, 1, 0, 0	0	0.769953051643	1.0	156	156	483
304, 110, 374, 65	4	304	1, 1, 0, 0	0	0.752738654147	1.0	145	145	494
304, 110, 51, 100	4	304	1, 1, 0, 0	0	0.758998435055	1.0	149	149	490
304, 110, 51, 121	4	304	1, 1, 0, 0	0	0.757433489828	1.0	148	148	491
304, 110, 51, 125	4	304	1, 1, 0, 0	0	0.75117370892	1.0	144	144	495
304, 110, 51, 134	4	304	1, 1, 0, 0	0	0.798122065728	1.0	174	174	465
304, 110, 51, 153	4	304	1, 1, 0, 0	0	0.785602503912	1.0	166	166	473
304, 110, 51, 176	4	304	1, 1, 0, 0	0	0.790297339593	1.0	169	169	470
304, 110, 51, 178	4	304	1, 1, 0, 0	0	0.790297339593	1.0	169	169	470
304, 110, 51, 19	4	304	1, 1, 0, 1	0	0.83255086072	1.0	196	196	443
304, 110, 51, 281	4	304	1, 1, 0, 1	0	0.820031298905	1.0	188	188	451
304, 110, 51, 29	4	304	1, 1, 0, 1	0	0.827856025039	1.0	193	193	446
304, 110, 51, 313	4	304	1, 1, 0, 0	0	0.798122065728	1.0	174	174	465
304, 110, 51, 314	4	304	1, 1, 0, 1	0	0.829420970266	1.0	194	194	445
304, 110, 51, 325	4	304	1, 1, 0, 0	0	0.763693270736	1.0	152	152	487
304, 110, 51, 353	4	304	1, 1, 0, 0	0	0.754303599374	1.0	146	146	493
304, 110, 51, 372	4	304	1, 1, 0, 0	0	0.785602503912	1.0	166	166	473
304, 110, 51, 374	4	304	1, 1, 0, 0	0	0.755868544601	1.0	147	147	492
304, 110, 51, 53	4	304	1, 1, 0, 1	0	0.820031298905	1.0	188	188	451
304, 110, 51, 65	4	304	1, 1, 0, 0	0	0.758998435055	1.0	149	149	490
304, 110, 65, 100	4	304	1, 1, 0, 0	0	0.755868544601	1.0	147	147	492
304, 110, 65, 125	4	304	1, 1, 0, 0	0	0.754303599374	1.0	146	146	493
304, 110, 65, 153	4	304	1, 1, 0, 0	0	0.77151799687	1.0	157	157	482
304, 110, 65, 176	4	304	1, 1, 0, 0	0	0.774647887324	1.0	159	159	480
304, 110, 65, 313	4	304	1, 1, 0, 0	0	0.785602503912	1.0	166	166	473
304, 110, 65, 325	4	304	1, 1, 0, 0	0	0.763693270736	1.0	152	152	487
304, 110, 65, 372	4	304	1, 1, 0, 0	0	0.773082942097	1.0	158	158	481
304, 134, 178, 372	4	304	1, 0, 0, 0	1	0.773082942097	1.0	145	145	494
304, 134, 19, 176	4	304	1, 0, 1, 0	0	0.816901408451	1.0	176	176	463
304, 134, 19, 178	4	304	1, 0, 1, 0	0	0.816901408451	1.0	176	176	463
304, 134, 19, 371	4	304	1, 0, 1, 0	0	0.813771517997	1.0	174	174	465
304, 134, 19, 372	4	304	1, 0, 1, 0	0	0.81220657277	1.0	173	173	466
304, 134, 29, 153	4	304	1, 0, 1, 0	0	0.799687010955	1.0	169	169	470
304, 134, 29, 176	4	304	1, 0, 1, 0	0	0.804381846635	1.0	172	172	467
304, 134, 29, 178	4	304	1, 0, 1, 0	0	0.804381846635	1.0	172	172	467
304, 134, 29, 372	4	304	1, 0, 1, 0	0	0.799687010955	1.0	169	169	470
304, 19, 110, 100	4	304	1, 1, 1, 0	0	0.910798122066	1.0	191	191	448
304, 19, 110, 121	4	304	1, 1, 1, 0	0	0.909233176839	1.0	190	190	449
